age,mileage,engine_size,horsepower,fuel_type,transmission_type,number_of_doors,brand_reputation_score,accident_history,fuel_efficiency,price
3,20082,2,218,1,1,2,8,2,29,44373
11,279906,3,318,1,0,4,4,5,26,12949
8,306750,3,345,1,0,3,5,3,25,22121
15,258498,2,251,1,1,3,4,2,27,7646
5,125291,2,205,0,0,4,4,3,29,24568
0,0,1,187,0,0,2,5,0,32,44129
28,941420,4,478,0,1,3,6,5,22,1000
29,1029153,3,325,0,0,5,3,0,25,1000
24,679918,1,182,0,1,5,2,1,32,1000
28,857736,3,393,1,0,5,0,3,22,1000
28,493309,4,400,2,0,4,5,2,22,1000
9,262368,2,210,1,0,3,2,4,30,7846
33,972675,4,427,1,1,2,5,1,19,1000
32,939293,4,500,1,0,4,3,3,15,1000
28,816619,2,219,2,1,3,4,4,32,1000
8,154172,3,329,2,1,3,5,1,24,33020
31,549065,5,500,2,0,2,6,3,19,1000
18,417749,4,474,0,1,3,3,3,17,5108
22,585158,2,241,0,1,5,7,4,31,1000
23,406204,2,257,2,0,4,5,5,27,1000
17,533832,2,307,1,0,5,0,3,31,1000
0,0,3,351,0,0,5,9,2,25,59138
25,426027,2,300,1,0,5,2,1,23,1000
1,30561,5,499,0,0,5,4,2,16,53202
19,556498,2,245,0,1,3,5,5,27,1000
6,159921,3,336,1,1,2,5,2,21,32969
10,184184,4,434,0,0,5,2,5,17,21400
26,744961,3,327,0,0,5,4,0,26,1000
23,671336,4,451,0,0,3,6,4,18,1000
2,69219,3,299,2,0,3,8,1,25,50504
25,686882,2,259,0,1,4,9,5,28,1000
25,980222,4,442,0,1,3,5,3,19,1000
31,869388,4,435,0,1,2,4,1,20,1000
31,807967,3,331,0,1,5,6,5,23,1000
17,224022,3,388,1,0,3,8,3,21,19433
2,50405,4,472,0,1,2,4,0,18,54093
4,139320,4,445,1,1,5,3,0,18,43035
32,709985,1,139,0,0,3,5,0,32,1000
11,243039,2,282,2,0,5,4,0,26,19461
9,300921,2,194,2,1,4,6,3,26,15856
13,264752,4,479,2,0,3,6,2,15,29069
16,474559,4,500,2,0,5,7,3,21,15898
14,397770,4,465,1,0,5,4,3,16,14688
1,21011,3,368,2,0,5,7,3,27,51948
26,458033,3,393,0,1,3,6,4,23,1000
13,450160,3,342,2,1,5,5,0,24,13602
30,468914,2,232,2,0,3,6,0,29,1000
5,124912,5,500,2,0,2,3,4,17,41164
12,352336,3,380,2,0,5,5,4,25,15411
31,865860,2,280,1,0,4,7,2,29,1000
20,400656,4,422,2,0,2,4,4,18,1899
4,93675,2,289,0,0,3,9,0,30,46818
29,911755,3,421,2,1,2,7,0,19,1000
11,290550,3,363,0,1,3,4,1,22,19294
7,162185,5,499,2,0,2,2,4,16,32638
28,521538,2,231,2,0,4,4,3,32,1000
17,413360,3,343,2,0,3,6,2,27,8083
16,259399,4,500,0,0,2,7,5,16,21696
19,569150,1,134,0,1,3,5,1,32,1000
14,328178,2,273,0,0,4,2,2,25,1000
16,335095,4,425,2,0,5,4,1,19,16245
23,630824,3,344,0,1,4,4,0,23,1000
10,227987,4,492,1,1,3,3,2,21,30474
17,376403,2,200,0,1,2,3,4,32,1000
30,689321,4,355,0,1,5,3,3,23,1000
27,1037783,1,120,1,0,4,6,5,35,1000
2,66031,4,410,1,1,3,9,0,27,59911
7,235144,4,411,1,1,5,4,3,21,30276
10,153300,3,357,2,0,2,7,2,26,33456
22,424807,4,432,1,1,2,4,3,19,1009
10,238416,1,141,0,0,4,7,5,36,11421
29,938669,2,234,0,1,3,2,5,34,1000
20,623811,3,300,1,0,3,2,4,22,1000
17,476371,4,471,0,0,2,2,4,16,1000
13,323168,2,156,1,0,5,2,4,31,1000
19,379658,5,500,0,1,2,9,0,16,23958
7,133523,3,389,1,0,3,3,2,22,31113
1,26317,4,500,2,1,2,4,3,15,54336
34,1494765,3,411,0,0,2,3,2,22,1000
26,557986,1,163,1,0,5,4,3,31,1000
7,132597,4,448,2,1,3,4,4,23,35259
14,274860,2,248,0,0,4,6,3,24,10670
24,565501,4,404,2,1,4,3,3,21,1000
5,117185,2,245,1,0,2,3,1,30,30868
12,347724,3,354,0,0,4,6,1,23,17967
3,111852,1,180,0,0,5,4,0,30,30043
31,172431,2,267,0,0,5,4,3,24,1000
8,156431,3,358,0,0,5,0,0,25,24476
19,315358,2,220,1,0,5,7,2,30,2902
21,398808,4,448,1,1,5,7,3,22,9006
10,268066,1,179,0,0,5,3,1,30,8624
27,764797,4,443,1,0,4,5,5,17,1000
4,68908,3,324,1,0,2,6,1,25,44009
34,1072505,3,368,0,0,3,10,2,23,1000
0,0,1,197,0,0,2,4,4,33,36801
25,560905,1,222,2,1,5,5,4,32,1000
10,249074,4,436,2,1,3,5,5,17,25615
17,518608,3,330,1,0,2,8,2,25,5562
10,156163,3,295,1,1,5,7,5,24,24700
15,422130,5,500,0,0,5,4,2,16,12953
17,466430,1,195,1,1,2,4,1,32,1000
30,935664,3,317,2,0,5,6,5,25,1000
24,595951,5,500,2,1,5,6,2,17,1000
16,672452,3,306,2,0,2,5,0,28,1000
13,374862,4,467,0,1,3,5,4,15,14322
31,333990,5,500,0,1,5,0,2,13,1000
13,242109,1,145,2,1,5,7,2,36,14269
5,88763,2,293,0,0,5,7,1,22,37794
20,275828,2,211,0,1,2,10,2,33,8067
3,118386,2,224,2,1,3,7,1,33,41444
0,0,5,500,0,1,2,2,5,18,49918
31,671720,3,371,1,1,2,7,3,22,1000
15,307760,5,500,0,1,5,6,4,12,20387
34,952505,3,366,1,0,4,5,5,28,1000
7,135208,2,239,1,1,3,3,3,29,20544
32,812431,4,436,0,1,5,5,1,22,1000
5,137133,1,234,1,1,3,4,4,32,23458
2,55224,4,461,0,0,4,6,2,17,51857
31,514584,1,116,1,1,5,5,5,35,1000
26,687795,3,347,2,1,2,5,5,23,1000
3,57643,2,217,2,0,4,4,2,30,34545
16,302167,3,346,1,1,5,3,2,26,7300
2,53066,4,408,2,0,4,6,5,19,47535
23,583301,2,240,1,1,2,6,2,29,1000
28,1328491,3,399,1,0,4,6,0,20,1000
20,542540,2,218,0,0,5,5,2,31,1000
6,172546,2,303,2,0,4,5,5,26,26602
31,562381,3,387,2,1,5,1,1,27,1000
2,69878,3,322,2,1,4,6,0,24,50282
33,1042314,5,500,0,1,5,3,0,14,1000
17,315526,1,225,1,0,3,6,3,31,1000
7,167009,2,241,2,0,5,7,2,29,29526
28,876358,3,384,1,1,5,2,2,25,1000
18,558784,2,248,2,1,5,7,0,31,1000
15,295714,2,295,0,0,3,3,3,24,3160
19,696461,2,297,0,0,2,4,0,24,1000
17,300742,4,461,0,1,4,4,0,19,17112
8,233907,3,359,2,1,4,6,1,24,34001
1,20933,3,370,2,1,2,1,0,22,47191
17,208308,3,350,2,1,2,1,2,20,10122
27,473388,1,190,2,1,5,5,3,30,1000
7,161266,2,228,2,0,4,6,4,34,26052
12,148696,4,415,0,0,2,3,5,18,20948
17,392357,3,353,0,0,4,8,3,21,10049
4,92646,3,395,1,1,5,2,1,22,39291
30,861167,4,432,1,1,5,1,1,23,1000
28,836275,2,226,1,1,2,6,2,32,1000
14,537957,4,428,0,1,3,4,4,17,1095
5,156088,4,500,0,1,2,3,5,16,34921
25,893744,3,371,2,0,5,3,1,21,1000
16,628700,3,382,1,1,5,3,3,23,1000
7,209095,3,418,0,1,5,6,0,20,37005
12,275017,3,341,1,1,2,7,4,26,19821
26,743791,2,243,0,1,2,7,1,31,1000
17,424235,4,417,1,1,2,4,4,21,4396
17,298640,3,334,1,0,2,5,1,24,11058
2,45923,3,326,2,1,2,4,5,26,41310
23,813952,3,332,1,1,5,4,1,25,1000
29,779182,3,310,0,0,5,7,4,25,1000
8,189647,1,210,2,1,2,0,0,31,15398
12,201745,4,403,1,1,3,5,0,18,29494
23,599079,3,313,2,0,2,5,1,24,1000
5,110859,2,268,2,1,3,7,5,30,34096
21,459789,3,319,0,0,3,5,5,26,1000
22,620882,4,491,0,1,2,9,5,17,1000
24,450934,1,170,2,0,3,5,2,34,1000
1,29036,1,168,0,1,5,8,5,31,38665
18,406110,3,251,0,1,2,3,0,25,1000
31,885470,3,318,1,1,4,6,4,26,1000
1,28298,3,333,1,0,5,4,3,29,43627
1,14295,4,407,2,0,4,5,2,20,54461
1,31170,3,380,2,1,5,6,0,23,56791
10,139894,2,205,1,0,4,5,1,30,23013
2,50058,3,297,2,1,2,7,5,27,43046
5,139455,5,500,2,0,2,2,2,15,41733
9,195662,4,441,2,0,5,7,0,22,40470
12,319489,2,254,0,1,3,7,0,30,17892
27,635965,4,390,2,0,3,4,5,25,1000
9,333616,1,210,0,1,4,3,5,33,2669
10,87406,4,410,0,0,5,5,5,22,30138
20,728634,4,431,0,0,5,2,4,22,1000
30,917622,2,266,2,1,3,3,2,29,1000
14,161401,3,366,2,0,2,3,2,28,19656
17,448424,3,376,0,1,5,7,5,23,2922
13,319266,1,195,0,0,4,4,3,31,2586
11,482727,2,273,1,1,4,1,4,25,1000
8,251912,5,500,1,0,3,5,1,13,37444
1,27967,4,483,2,1,5,7,2,16,61386
12,193304,3,362,2,0,5,4,3,23,20497
13,386470,3,373,0,1,5,4,0,23,12600
13,359085,1,185,1,1,2,0,2,31,1000
23,300148,2,287,2,0,3,6,5,30,1000
25,451673,2,202,1,1,5,4,2,29,1000
31,539054,5,500,0,1,5,4,2,17,1000
21,489074,4,473,2,0,2,5,5,16,1000
22,661640,2,133,0,0,5,6,5,34,1000
15,292300,2,209,2,1,5,5,0,29,10545
26,530520,3,346,0,1,3,4,2,23,1000
33,854924,4,458,2,1,4,4,2,22,1000
18,484764,5,500,1,1,2,2,4,18,2261
24,402412,3,380,2,1,5,7,4,23,1000
17,443634,2,228,2,1,4,2,2,28,1000
15,558231,4,439,2,1,4,0,0,21,1000
3,67139,2,180,1,1,2,7,4,33,35514
18,443492,2,234,2,0,5,7,3,27,1000
3,90524,5,500,2,1,4,8,5,14,53981
10,314701,3,427,0,1,5,4,0,22,24097
15,164476,4,449,1,0,5,4,0,19,28558
2,79403,2,222,0,1,5,8,0,30,45197
34,843606,3,306,0,0,3,6,1,28,1000
15,439092,4,458,2,1,3,5,0,17,17059
9,264608,4,419,2,0,5,2,5,19,20011
29,1170826,2,170,1,0,3,1,5,32,1000
16,374856,4,437,2,0,2,7,1,20,21985
6,177399,3,276,0,1,2,6,2,27,32891
32,858247,4,500,1,1,4,1,5,19,1000
2,55039,4,450,0,1,3,5,3,22,49704
11,338659,4,430,2,0,4,4,0,19,22942
21,736775,5,500,0,1,4,4,5,17,1000
30,707459,2,236,2,1,2,7,5,26,1000
7,68724,5,500,2,1,5,3,3,16,42627
16,281267,2,214,1,0,5,6,5,36,3786
5,144557,3,302,2,1,2,8,3,26,40578
33,1052800,2,233,1,0,5,4,1,27,1000
15,520156,2,168,1,0,4,7,4,34,1000
14,376574,2,220,1,1,5,3,0,25,2849
22,665788,1,147,0,0,5,5,5,35,1000
30,601440,1,205,0,0,4,2,1,33,1000
14,236629,2,214,2,0,3,1,0,33,6774
23,476858,2,213,2,0,2,4,4,30,1000
28,518730,4,417,0,0,4,5,4,21,1000
22,502072,2,206,2,0,5,2,0,33,1000
23,596369,5,452,1,0,3,5,2,18,1000
24,490464,3,400,2,0,5,6,0,22,1000
12,365262,3,364,1,1,2,7,0,23,23610
13,383855,2,260,0,1,3,3,1,30,3056
4,85344,1,149,1,0,4,5,0,35,32733
1,21950,5,500,0,1,5,5,4,11,54312
11,359809,2,238,0,1,4,3,1,29,7033
25,684121,2,211,1,1,5,7,3,26,1000
27,588694,3,432,0,0,2,2,5,23,1000
25,621688,1,194,0,1,5,6,5,32,1000
28,633485,5,500,2,1,5,6,2,19,1000
8,186941,3,344,0,1,3,8,2,25,35085
6,130466,1,176,2,1,5,4,3,35,23267
12,218207,1,143,0,0,4,5,2,34,9318
22,677223,5,500,0,1,5,6,1,13,1000
8,151216,4,456,2,1,3,2,1,17,34701
2,42508,2,300,1,1,4,4,2,23,40405
12,408709,5,500,0,0,3,9,5,16,24903
25,241249,1,150,2,1,4,4,3,35,1000
33,815394,4,466,2,0,3,7,1,21,1000
7,270015,3,358,2,0,4,6,1,22,31582
10,275805,4,413,1,0,5,6,3,21,29081
31,931432,4,484,2,1,2,8,3,22,1000
8,242647,2,298,2,1,4,6,0,26,29220
0,0,3,334,2,0,4,9,4,23,57855
1,11819,2,232,1,1,2,3,2,35,39513
11,206288,4,408,2,0,4,7,0,20,35020
32,890772,3,347,0,0,5,9,1,21,1000
4,55206,2,243,1,0,3,4,5,29,28887
8,274694,2,154,1,0,3,5,3,34,13090
16,352829,5,500,0,1,5,4,0,13,18485
20,783894,2,197,1,0,5,6,3,29,1000
30,1027157,1,182,2,0,3,6,2,35,1000
33,1153173,4,437,1,0,3,7,5,23,1000
6,111728,2,295,0,0,3,3,0,28,31331
26,362040,4,450,2,0,3,4,0,18,1000
16,392329,4,487,1,0,5,4,1,17,15668
33,855704,2,281,1,0,3,4,0,27,1000
26,1024023,4,455,2,1,3,6,4,20,1000
32,1030392,2,258,2,1,3,6,2,29,1000
28,877528,4,430,2,0,2,7,1,21,1000
18,586534,1,143,0,0,5,9,1,32,1000
2,48093,2,223,2,0,5,5,2,27,38257
21,358506,3,314,1,1,2,2,2,26,1000
14,473573,3,306,1,0,2,5,4,27,1966
24,549683,4,424,0,0,4,7,2,17,1000
34,983994,2,268,1,0,5,6,4,29,1000
31,594081,4,410,0,1,4,3,3,21,1000
33,821614,2,191,2,0,5,5,3,31,1000
34,788544,4,488,0,1,2,5,1,19,1000
19,249321,2,187,0,1,4,3,1,32,1000
9,249450,2,259,1,1,2,6,1,27,22940
34,825825,1,213,1,1,5,2,1,31,1000
34,837843,1,185,1,1,4,2,1,34,1000
31,1023508,2,203,2,1,3,5,4,32,1000
0,0,3,333,2,0,3,6,2,25,54103
15,362960,3,371,2,1,2,5,0,25,15542
14,561043,3,360,1,0,4,2,0,25,1000
0,0,1,97,0,1,2,6,0,37,41871
6,66729,1,189,0,0,2,1,4,34,17422
20,583412,5,481,2,1,4,5,2,19,2858
3,45769,4,449,0,1,3,4,0,19,52245
33,1127264,4,426,1,0,2,7,4,16,1000
0,0,2,224,1,1,3,10,3,30,52420
29,896096,5,500,2,1,3,3,4,16,1000
23,681455,3,284,1,1,3,7,3,25,1000
1,20837,2,261,0,1,2,5,0,30,45613
14,220661,4,390,0,1,2,3,4,20,14151
17,390154,4,500,2,0,4,5,0,16,18657
28,770182,3,371,1,1,5,7,1,20,1000
10,400139,4,454,1,0,3,4,3,16,17375
29,695573,2,257,0,0,5,0,0,29,1000
10,381312,5,500,0,0,2,3,1,15,24083
8,207792,5,500,1,0,4,2,5,13,28849
27,482347,1,188,1,0,2,8,3,35,1000
14,322445,3,297,1,1,5,4,1,29,11181
32,565646,3,398,1,1,5,5,2,22,1000
0,0,1,236,2,0,3,3,5,32,35450
30,777577,4,467,1,1,5,5,3,18,1000
13,307403,3,402,1,1,5,8,2,22,25016
27,338394,3,286,1,0,4,9,0,26,2536
0,0,5,487,1,0,3,5,3,19,59219
33,885500,2,230,2,1,3,5,0,31,1000
27,734191,3,315,2,0,2,3,0,22,1000
32,739514,2,298,1,0,4,4,4,25,1000
34,752406,4,459,1,0,3,4,0,18,1000
24,378767,2,198,0,1,3,3,5,30,1000
2,52061,3,369,0,1,5,6,1,29,51082
13,243379,5,500,2,0,5,5,3,16,28777
6,150846,3,322,2,0,5,2,1,23,28196
25,751069,3,359,1,1,4,3,1,25,1000
16,393906,3,368,0,1,3,7,1,21,12483
25,700787,5,500,0,0,5,3,0,15,1000
3,109092,5,496,1,0,3,5,1,17,52647
0,0,4,424,2,0,2,4,5,16,48110
11,280790,1,158,2,1,4,6,4,32,9843
21,774982,3,358,0,0,2,8,5,28,1000
24,860826,5,498,2,0,4,5,4,15,1000
24,676619,4,449,1,0,2,0,0,18,1000
7,153324,2,255,0,1,5,3,3,26,20339
26,639462,3,347,1,1,3,6,4,25,1000
18,614977,3,331,2,0,5,8,4,26,1000
9,301025,3,395,2,0,3,4,1,24,26581
33,627445,3,350,0,1,4,7,0,22,1000
1,16254,2,272,2,0,2,4,4,31,39952
31,781089,1,155,1,0,4,7,4,34,1000
26,485180,3,331,1,1,4,2,4,23,1000
7,147732,3,364,0,0,2,3,2,22,29551
30,381074,5,500,1,1,3,4,4,15,1000
28,1090291,1,149,2,1,3,4,5,34,1000
9,110607,4,420,1,0,2,0,5,19,22072
32,599547,4,422,1,0,5,5,1,18,1000
33,724460,1,187,2,0,2,6,1,32,1000
6,148668,3,321,0,0,5,6,1,24,35583
24,655762,1,108,2,1,2,5,3,36,1000
5,129053,1,197,1,1,3,6,4,30,26582
16,671140,2,261,1,1,2,8,4,27,1000
3,104549,4,429,0,0,3,7,3,19,47309
16,515341,2,337,0,1,4,6,1,26,3170
5,117576,2,233,2,1,5,3,1,32,29526
10,356861,3,299,2,0,3,2,2,26,10857
24,513347,2,215,2,0,4,7,2,33,1000
5,97687,1,206,0,0,4,5,1,31,29361
8,324751,4,384,1,0,5,5,3,22,24549
0,0,2,273,0,0,4,4,4,32,41038
23,723080,1,251,0,0,2,9,3,34,1000
0,0,2,215,2,0,2,7,1,27,48950
34,1236591,2,218,0,1,4,6,0,29,1000
8,196035,3,304,2,0,5,4,2,25,26750
2,33531,5,500,1,0,5,6,4,12,54562
14,389092,4,452,1,0,2,6,1,15,21333
20,392302,1,116,0,1,4,4,4,33,1000
25,587237,5,500,1,1,5,5,4,18,1000
13,401174,4,424,0,0,2,6,3,22,16229
21,487859,3,304,1,0,4,6,3,22,1000
14,411691,1,123,0,0,3,5,2,35,1000
28,1429015,4,379,1,0,4,4,4,23,1000
18,333089,4,500,1,0,5,6,1,19,20286
16,390780,4,448,1,0,2,1,2,17,5551
23,441204,2,194,2,1,4,7,2,31,1000
17,461576,4,454,0,0,4,4,4,16,2260
10,278859,3,373,0,1,3,3,4,22,15879
14,305987,4,476,0,0,5,3,4,20,14283
28,402419,4,467,0,1,3,9,0,14,6713
27,867007,2,277,2,1,5,5,5,27,1000
22,728032,2,194,1,0,3,9,4,33,1000
34,594635,4,500,1,0,3,5,4,18,1000
8,229085,4,500,0,1,2,8,1,17,43197
12,176838,4,477,0,0,2,5,2,20,30435
2,68990,3,371,1,0,2,1,5,22,32198
29,748637,4,440,1,1,2,9,4,22,1000
29,555041,4,446,0,1,5,4,2,21,1000
16,295340,2,196,0,0,4,8,1,28,10037
3,57955,3,300,1,0,3,7,0,25,49870
27,563308,5,500,0,0,2,5,1,13,1000
18,517286,4,461,0,0,3,6,1,19,7259
19,448478,3,330,1,0,4,8,4,25,1315
21,430041,1,155,0,1,2,4,1,33,1000
1,37217,2,258,0,1,5,5,4,31,39389
28,790074,2,303,0,1,3,5,3,28,1000
7,252252,4,500,2,1,5,8,3,17,41537
1,16969,2,298,2,1,5,5,2,31,46573
32,496434,3,308,0,0,3,3,2,28,1000
31,503221,4,422,2,1,4,6,5,19,1000
27,804339,5,500,0,1,3,4,4,15,1000
34,993551,3,331,2,1,2,5,3,29,1000
33,649008,4,500,0,0,3,1,2,19,1000
21,751430,4,412,2,1,5,5,3,20,1000
10,137341,3,440,0,1,2,5,4,21,30360
23,847033,4,435,1,0,5,5,4,21,1000
27,795196,2,275,1,1,4,3,3,29,1000
12,438393,1,196,1,0,4,3,0,31,1000
4,102553,1,156,2,0,4,4,2,35,28678
33,825611,2,280,2,1,5,5,3,27,1000
24,151440,4,434,2,0,4,7,2,19,19225
5,38028,2,288,1,0,5,2,2,29,31193
13,324122,3,340,0,0,3,4,0,23,16498
26,657970,4,390,1,0,4,2,0,21,1000
14,316061,3,311,2,0,5,4,1,26,11985
7,256890,2,267,0,0,4,4,2,29,20913
10,318496,5,476,2,1,2,1,5,15,17840
17,404420,4,439,0,1,4,8,3,21,13864
9,282886,5,500,0,1,4,3,1,11,29601
30,840350,4,500,2,0,2,4,0,16,1000
19,697576,3,338,2,1,4,8,3,23,1000
28,502572,3,369,2,0,3,9,1,22,1000
26,568485,5,500,2,0,5,7,0,18,1547
8,218291,3,284,1,0,5,4,1,28,24907
13,282692,1,204,0,1,2,3,4,33,1000
26,918805,3,314,1,0,2,6,0,25,1000
16,407692,4,430,2,1,5,4,1,21,11923
12,261863,2,265,1,0,5,9,3,31,21817
29,927449,3,404,0,1,4,5,2,20,1000
31,853163,2,273,2,1,5,4,0,28,1000
6,143661,3,282,2,1,5,3,5,28,24354
1,18920,4,393,2,0,2,3,5,20,44825
21,422672,5,500,2,0,2,7,2,15,12515
7,131820,2,192,0,1,5,3,2,33,19903
28,301007,3,356,0,0,5,3,0,23,1000
16,262510,3,333,1,1,3,5,4,28,10583
5,162621,2,327,2,0,2,6,1,31,36842
2,60639,4,474,0,0,2,9,1,17,60958
10,282983,5,500,1,1,2,3,1,16,29151
0,0,4,499,0,1,2,3,4,18,53564
27,677571,2,295,2,0,4,4,3,28,1000
12,277301,3,299,1,0,2,5,4,26,12926
14,304052,3,339,0,0,4,6,5,23,10936
7,195836,1,168,2,0,5,4,1,35,21363
8,239750,4,478,2,1,2,3,0,15,33028
15,357424,3,298,1,0,3,6,4,23,6678
22,553232,3,279,1,1,5,7,3,26,1000
7,63822,1,93,1,0,5,3,4,36,16319
28,458048,4,432,1,0,2,7,4,17,1000
0,0,2,252,0,1,3,5,3,27,43099
3,67990,4,403,0,0,2,4,1,22,45554
27,966596,1,168,1,0,2,4,4,35,1000
4,107858,2,177,1,0,5,5,1,34,32696
34,1137094,3,318,1,1,2,3,4,27,1000
12,294284,2,232,1,1,5,6,1,29,16247
12,345352,1,175,2,1,4,5,5,32,1716
0,0,4,451,0,0,2,5,1,20,57322
16,329382,5,500,2,0,5,4,3,18,17875
10,193607,2,304,2,1,4,8,1,26,31110
5,111702,4,488,2,0,4,7,1,20,51784
0,0,2,243,0,0,3,6,2,32,46170
2,39082,3,298,0,1,4,6,5,27,39697
26,523448,2,283,2,1,4,6,1,30,1000
27,943124,2,201,2,1,4,5,5,29,1000
12,294220,2,219,1,1,3,5,1,32,12969
5,124567,2,247,1,0,4,5,4,29,27748
30,689655,3,351,2,1,5,0,5,25,1000
33,882728,2,233,2,1,4,4,2,30,1000
33,899348,3,376,1,0,2,7,3,21,1000
2,30680,2,326,1,1,4,3,2,27,40255
9,360930,1,230,0,1,4,1,2,32,4044
25,556113,2,296,1,0,2,7,3,26,1000
1,34694,5,500,1,0,5,5,5,17,53193
2,30386,1,172,2,0,5,4,0,34,37916
3,61384,4,466,1,1,2,3,1,20,47171
15,441774,4,420,2,0,3,5,1,19,14012
6,161081,5,499,0,1,4,5,0,19,46040
20,521950,3,329,1,1,2,1,2,25,1000
19,591681,2,299,0,0,3,3,3,31,1000
23,479392,4,500,1,1,4,6,1,17,6751
6,91797,3,389,1,1,2,7,5,24,39438
30,720232,3,362,1,1,2,7,4,28,1000
13,214027,3,285,0,1,2,3,4,26,10763
16,291640,5,500,2,0,5,1,5,14,10805
24,698573,1,193,1,1,3,4,5,30,1000
26,392072,3,373,1,1,3,6,2,28,1000
15,208093,4,456,1,0,4,7,1,15,29832
12,216649,1,145,0,0,2,6,4,36,7823
11,263791,2,305,2,0,2,6,4,27,19210
11,171493,4,424,1,1,5,5,3,18,28660
11,430449,2,204,0,1,5,5,4,32,1914
6,118132,5,500,1,1,4,8,5,17,47436
9,298093,3,319,0,0,4,5,2,27,20153
21,343830,3,396,2,1,2,5,3,24,6032
1,9814,2,190,2,0,5,4,3,34,38348
9,109659,1,214,0,0,4,6,0,33,26904
0,0,5,500,2,0,2,6,0,14,66166
26,714416,2,290,1,1,2,5,5,27,1000
33,844776,2,294,1,1,2,4,0,31,1000
6,163284,3,345,0,0,5,7,0,26,38969
0,0,4,444,2,0,4,5,0,19,62254
0,0,4,405,0,0,5,7,2,19,58770
15,490617,2,225,0,1,3,5,5,31,1000
12,92724,4,411,1,1,4,4,2,21,31197
25,604707,3,275,2,1,2,2,4,27,1000
26,756597,5,500,1,0,4,4,3,15,1000
25,309532,4,412,0,1,2,3,4,22,1000
0,0,1,187,2,1,5,6,4,33,41212
26,773105,1,197,2,0,2,0,2,31,1000
6,196220,2,274,1,1,5,6,0,28,32864
33,838444,5,500,2,0,5,3,1,15,1000
17,488876,2,347,0,0,4,7,5,24,1000
9,200753,2,249,1,0,3,5,5,36,18106
15,492129,1,221,1,1,2,6,2,31,1000
32,1019352,2,239,0,0,4,5,5,33,1000
2,43412,5,483,0,1,3,7,0,17,61098
29,800791,3,398,0,1,3,0,4,22,1000
30,1220717,5,500,2,0,2,8,1,17,1000
32,853207,4,428,0,1,2,3,5,19,1000
6,132113,2,298,1,1,5,5,0,26,36143
24,746074,1,171,2,0,3,4,3,33,1000
24,558223,3,309,2,1,3,6,1,26,1000
1,32880,4,459,0,1,3,6,3,15,55438
21,746107,4,452,0,0,2,4,3,20,1000
5,99471,4,500,1,1,3,4,2,16,46644
28,683256,5,500,1,0,2,4,2,14,1000
24,292222,3,381,2,1,5,4,1,24,4299
19,587820,3,312,1,1,2,7,2,22,1000
15,214305,3,284,2,1,3,4,0,25,15922
16,307524,4,386,2,1,3,4,0,21,16817
12,259097,4,390,0,1,3,3,4,21,16864
4,66397,5,500,0,0,4,5,3,18,48578
11,176031,3,343,0,0,5,5,1,27,27644
0,0,4,472,0,1,4,5,4,19,54942
18,774712,5,500,1,1,5,8,3,18,1000
23,252850,1,176,0,0,5,4,3,32,1000
30,578054,1,180,2,0,4,3,5,33,1000
27,684829,4,466,1,1,5,9,2,15,1000
19,341850,5,454,1,0,4,9,1,18,23592
34,1422593,3,386,1,1,5,5,5,20,1000
2,64539,2,232,1,0,3,5,4,30,34577
5,119200,3,282,2,0,4,4,1,27,35595
23,759487,1,211,1,0,5,9,1,30,1000
25,963366,1,135,2,1,3,0,5,34,1000
34,614858,1,127,1,0,4,5,0,34,1000
32,894746,2,242,0,0,2,4,5,30,1000
21,455029,1,199,2,0,5,3,4,34,1000
19,158478,5,455,0,0,3,5,0,16,23201
18,283468,4,500,0,1,3,5,1,17,18982
12,355300,1,221,2,0,5,3,2,31,3231
9,64497,4,497,0,1,5,5,5,18,36941
7,105579,2,214,2,0,4,5,1,28,29816
11,290574,5,500,0,1,5,5,5,15,24768
13,216616,2,258,0,0,3,5,1,29,13888
15,393605,3,278,2,0,2,6,1,28,9926
19,415022,4,432,1,0,2,6,4,22,6658
9,208196,2,194,1,0,2,2,0,28,15638
9,138780,5,477,1,0,4,4,0,19,40128
7,112119,4,455,2,1,2,6,4,19,42043
20,632523,4,457,1,0,2,2,2,20,1000
32,720375,2,234,0,1,4,1,3,32,1000
32,1113376,2,217,0,0,2,7,2,30,1000
16,370317,1,140,2,1,2,1,5,33,1000
18,298788,5,456,0,1,3,2,5,17,6685
4,81451,4,500,1,0,3,4,4,19,46233
0,0,2,246,1,1,5,4,3,28,43452
0,0,3,355,2,0,4,5,4,24,49115
3,114212,5,500,2,0,2,6,2,15,54178
19,326587,2,271,2,0,3,5,5,31,1000
4,79869,4,455,1,1,3,5,5,19,44893
16,506044,2,329,1,1,5,10,3,26,8257
27,574914,2,181,1,0,5,0,5,28,1000
9,192694,4,492,0,0,5,6,0,19,39733
15,385365,4,365,1,1,3,7,3,20,15243
14,306748,2,294,2,0,3,4,1,28,11396
14,215901,4,438,0,1,5,4,3,21,22376
22,427253,4,483,1,1,2,4,2,18,1455
29,730647,4,456,2,1,4,6,4,20,1000
33,535407,2,278,1,0,3,7,4,31,1000
30,125679,2,204,0,1,5,5,1,32,1000
23,611249,2,200,1,0,3,8,4,32,1000
32,683988,3,346,0,0,5,3,0,22,1000
32,865248,4,418,2,1,4,5,5,19,1000
12,222022,5,493,2,0,4,4,5,14,25456
